Country,Region,Cluster,State,Branch Code,Branch Name,Sales Head,Employee ID,Employee Name,Designation,Month,Product Category,Product Subcategory,Product,Target Units,Actual Units,Target Sales Value (INR),Actual Sales Value (INR),Achievement %,Leads Generated,Conversions,Conversion Rate %,Customer Calls,Customer Meetings,Average Ticket Size (INR),Estimated Revenue (INR),Estimated Incentive (INR),Quality Score %,Attrition Flag,Variance to Target (INR),Sales per Call (INR),Sales per Meeting (INR),Lead-to-Conversion %,Target Status
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0114,Employee 114,Relationship Manager,May-2026,Insurance,Insurance,Life Insurance,6,8,"675,058.29","1,106,249.29",163.87,48,15,31.25,113,41,"138,281.16","199,124.87","8,214.81",84.27,No,"431,191.00","9,789.82","26,981.69",0.31,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0114,Employee 114,Relationship Manager,Jun-2026,CASA,Accounts,Savings Account,34,30,"1,150,503.50","1,056,542.09",91.83,120,40,33.33,130,46,"35,218.07","84,523.37","8,215.18",100.00,No,"-93,961.42","8,127.25","22,968.31",0.33,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,Jan-2026,Cards,Cards,Credit Card,20,25,"855,705.46","1,112,051.84",129.96,75,15,20.00,153,45,"44,482.07","133,446.22","6,988.87",86.92,No,"256,346.38","7,268.31","24,712.26",0.20,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,Feb-2026,CASA,Accounts,Savings Account,34,33,"1,105,164.45","1,125,427.75",101.83,165,37,22.42,146,30,"34,103.87","90,034.22","3,781.38",96.67,Yes,"20,263.29","7,708.41","37,514.26",0.22,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,Mar-2026,Insurance,Insurance,General Insurance,10,12,"422,426.63","536,332.04",126.96,48,12,25.00,124,27,"44,694.34","75,086.49","5,983.41",80.47,No,"113,905.41","4,325.26","19,864.15",0.25,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,Apr-2026,Cards,Cards,Debit Card,28,24,"298,387.41","274,638.67",92.04,120,35,29.17,109,17,"11,443.28","10,985.55",842.06,80.32,No,"-23,748.74","2,519.62","16,155.22",0.29,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,May-2026,CASA,Accounts,Current Account,11,6,"2,436,992.21","1,618,121.89",66.40,24,5,20.83,161,49,"269,686.98","161,812.19","7,488.61",85.60,No,"-818,870.32","10,050.45","33,022.90",0.21,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0115,Employee 115,Relationship Manager,Jun-2026,Investments,Investments,Recurring Deposit,18,17,"768,361.47","728,720.42",94.84,85,18,21.18,104,42,"42,865.91","43,723.23","4,100.81",92.76,Yes,"-39,641.05","7,006.93","17,350.49",0.21,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,Jan-2026,Loans,Retail Lending,Auto Loan,5,5,"1,489,177.48","1,655,673.52",111.18,30,3,10.00,162,38,"331,134.70","149,010.62","8,573.80",94.75,No,"166,496.03","10,220.21","43,570.36",0.10,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,Feb-2026,Investments,Investments,Mutual Fund,7,8,"1,820,246.63","2,088,365.71",114.73,24,6,25.00,142,43,"261,045.71","208,836.57","13,951.58",87.85,No,"268,119.09","14,706.80","48,566.64",0.25,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,4,3,"7,320,758.42","6,779,586.02",92.61,9,1,11.11,70,41,"2,259,862.01","542,366.88","42,148.76",81.37,No,"-541,172.40","96,851.23","165,355.76",0.11,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,Apr-2026,Loans,Retail Lending,Home Loan,4,4,"8,084,865.19","8,735,480.04",108.05,20,2,10.00,146,43,"2,183,870.01","698,838.40","69,809.31",92.50,No,"650,614.85","59,832.06","203,150.70",0.10,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,May-2026,Insurance,Insurance,Life Insurance,7,9,"629,423.26","827,995.03",131.55,54,18,33.33,113,24,"91,999.45","149,039.11","14,295.05",78.58,No,"198,571.77","7,327.39","34,499.79",0.33,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0116,Employee 116,Sales Officer,Jun-2026,Loans,Retail Lending,Home Loan,4,5,"9,555,100.76","12,880,619.68",134.80,25,3,12.00,131,21,"2,576,123.94","1,030,449.57","77,477.00",92.81,No,"3,325,518.93","98,325.34","613,362.84",0.12,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,Jan-2026,Investments,Investments,Mutual Fund,8,7,"2,060,632.30","2,075,949.82",100.74,28,3,10.71,112,21,"296,564.26","207,594.98","10,218.85",84.81,Yes,"15,317.52","18,535.27","98,854.75",0.11,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,Feb-2026,Loans,Retail Lending,Auto Loan,6,6,"1,574,662.60","1,690,357.65",107.35,36,10,27.78,132,43,"281,726.27","152,132.19","10,222.63",96.57,No,"115,695.05","12,805.74","39,310.64",0.28,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,Mar-2026,Insurance,Insurance,General Insurance,10,11,"458,080.48","571,478.69",124.76,55,9,16.36,137,37,"51,952.61","80,007.02","7,561.16",89.80,No,"113,398.21","4,171.38","15,445.37",0.16,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,Apr-2026,CASA,Accounts,Current Account,13,10,"2,551,354.15","2,099,390.67",82.29,60,18,30.00,71,38,"209,939.07","209,939.07","16,887.59",90.00,No,"-451,963.48","29,568.88","55,247.12",0.30,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,May-2026,Loans,Retail Lending,Home Loan,4,3,"8,248,931.43","7,271,327.07",88.15,12,3,25.00,79,35,"2,423,775.69","581,706.17","30,465.01",95.77,No,"-977,604.36","92,042.11","207,752.20",0.25,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0117,Employee 117,Senior Sales Officer,Jun-2026,Loans,Retail Lending,Home Loan,4,2,"7,769,596.62","4,986,272.68",64.18,7,1,14.29,139,25,"2,493,136.34","398,901.81","24,416.24",100.00,No,"-2,783,323.94","35,872.47","199,450.91",0.14,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,Jan-2026,Insurance,Insurance,General Insurance,9,8,"497,939.77","468,826.94",94.15,48,6,12.50,134,40,"58,603.37","65,635.77","5,402.07",88.59,No,"-29,112.84","3,498.71","11,720.67",0.12,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,Feb-2026,Loans,Retail Lending,Auto Loan,6,5,"1,692,721.29","1,730,290.70",102.22,15,3,20.00,77,18,"346,058.14","155,726.16","12,234.85",86.84,No,"37,569.41","22,471.31","96,127.26",0.20,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,Mar-2026,Cards,Cards,Debit Card,34,22,"315,324.64","228,034.25",72.32,66,8,12.12,76,30,"10,365.19","9,121.37",610.65,93.14,No,"-87,290.39","3,000.45","7,601.14",0.12,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,Apr-2026,CASA,Accounts,Current Account,10,10,"2,373,406.23","2,494,926.80",105.12,40,10,25.00,148,24,"249,492.68","249,492.68","15,514.52",83.24,No,"121,520.57","16,857.61","103,955.28",0.25,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,May-2026,Cards,Cards,Debit Card,32,41,"391,261.28","506,831.30",129.54,205,69,33.66,164,20,"12,361.74","20,273.25",874.24,83.68,No,"115,570.02","3,090.43","25,341.56",0.34,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0118,Employee 118,Sales Officer,Jun-2026,Cards,Cards,Credit Card,18,12,"801,312.33","521,452.17",65.07,60,8,13.33,129,15,"43,454.35","62,574.26","3,432.44",83.70,No,"-279,860.16","4,042.26","34,763.48",0.13,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,Jan-2026,Insurance,Insurance,General Insurance,9,6,"482,711.88","347,663.09",72.02,24,3,12.50,123,31,"57,943.85","48,672.83","3,356.66",91.07,No,"-135,048.79","2,826.53","11,214.94",0.12,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,Feb-2026,CASA,Accounts,Current Account,10,7,"2,522,375.42","1,871,035.81",74.18,21,5,23.81,108,18,"267,290.83","187,103.58","10,664.49",93.66,No,"-651,339.61","17,324.41","103,946.43",0.24,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,Mar-2026,Investments,Investments,Recurring Deposit,18,21,"798,889.99","922,291.35",115.45,126,18,14.29,128,18,"43,918.64","55,337.48","4,257.86",83.06,No,"123,401.36","7,205.40","51,238.41",0.14,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,Apr-2026,Investments,Investments,Recurring Deposit,19,15,"730,419.77","595,981.83",81.59,45,12,26.67,139,39,"39,732.12","35,758.91","1,948.72",85.45,No,"-134,437.94","4,287.64","15,281.59",0.27,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,May-2026,Loans,Retail Lending,Home Loan,4,3,"8,206,644.74","6,938,734.00",84.55,18,4,22.22,88,48,"2,312,911.33","555,098.72","38,570.72",91.57,No,"-1,267,910.75","78,849.25","144,556.96",0.22,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0119,Employee 119,Relationship Manager,Jun-2026,CASA,Accounts,Savings Account,30,18,"1,266,793.90","787,404.72",62.16,90,23,25.56,97,32,"43,744.71","62,992.38","3,271.41",78.62,No,"-479,389.19","8,117.57","24,606.40",0.26,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,Jan-2026,Insurance,Insurance,General Insurance,10,7,"387,943.91","269,668.23",69.51,35,6,17.14,176,33,"38,524.03","37,753.55","2,017.14",82.53,No,"-118,275.67","1,532.21","8,171.76",0.17,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,Feb-2026,Investments,Investments,Mutual Fund,9,8,"1,810,886.52","1,568,246.93",86.60,48,7,14.58,119,32,"196,030.87","156,824.69","8,223.41",83.83,No,"-242,639.59","13,178.55","49,007.72",0.15,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,Mar-2026,Insurance,Insurance,Life Insurance,7,4,"608,837.35","402,445.67",66.10,20,6,30.00,106,27,"100,611.42","72,440.22","4,663.34",94.97,No,"-206,391.68","3,796.66","14,905.40",0.30,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,Apr-2026,CASA,Accounts,Savings Account,31,24,"1,293,873.35","920,341.83",71.13,144,41,28.47,117,34,"38,347.58","73,627.35","3,413.92",84.62,No,"-373,531.52","7,866.17","27,068.88",0.28,Below Target
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,May-2026,Investments,Investments,Mutual Fund,8,8,"1,618,081.92","1,655,767.63",102.33,40,8,20.00,168,39,"206,970.95","165,576.76","10,194.99",89.14,No,"37,685.70","9,855.76","42,455.58",0.20,Achieved
India,East,Kolkata Cluster,West Bengal,WB001,Kolkata Park Street,Rahul Sen,EMP0120,Employee 120,Relationship Manager,Jun-2026,Cards,Cards,Credit Card,17,18,"794,979.43","840,915.21",105.78,54,15,27.78,138,18,"46,717.51","100,909.82","4,333.99",74.32,No,"45,935.78","6,093.59","46,717.51",0.28,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,Jan-2026,Insurance,Insurance,Life Insurance,6,5,"735,576.53","682,289.93",92.76,15,1,6.67,104,37,"136,457.99","122,812.19","11,702.46",85.49,Yes,"-53,286.60","6,560.48","18,440.27",0.07,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,Feb-2026,CASA,Accounts,Current Account,13,10,"2,202,533.51","1,726,390.91",78.38,50,13,26.00,125,45,"172,639.09","172,639.09","11,836.35",82.67,Yes,"-476,142.60","13,811.13","38,364.24",0.26,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,Mar-2026,Investments,Investments,Mutual Fund,8,9,"1,789,268.16","2,327,566.13",130.08,54,10,18.52,147,25,"258,618.46","232,756.61","10,282.90",76.33,No,"538,297.97","15,833.78","93,102.65",0.19,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,Apr-2026,Insurance,Insurance,General Insurance,8,5,"401,549.80","306,493.35",76.33,20,3,15.00,78,21,"61,298.67","42,909.07","3,965.37",91.14,No,"-95,056.46","3,929.40","14,594.92",0.15,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,May-2026,CASA,Accounts,Current Account,13,11,"2,629,209.12","2,593,492.03",98.64,33,11,33.33,119,42,"235,772.00","259,349.20","11,825.77",89.92,No,"-35,717.10","21,794.05","61,749.81",0.33,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0121,Employee 121,Sales Officer,Jun-2026,Investments,Investments,Mutual Fund,8,8,"1,545,302.22","1,799,885.18",116.47,40,9,22.50,131,36,"224,985.65","179,988.52","9,519.82",95.55,No,"254,582.96","13,739.58","49,996.81",0.22,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,Jan-2026,Cards,Cards,Credit Card,20,22,"937,788.22","1,130,947.08",120.60,110,23,20.91,156,17,"51,406.69","135,713.65","12,487.89",96.82,No,"193,158.86","7,249.66","66,526.30",0.21,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,Feb-2026,Investments,Investments,Mutual Fund,8,6,"1,914,308.31","1,564,306.69",81.72,18,2,11.11,177,35,"260,717.78","156,430.67","14,368.76",80.63,No,"-350,001.62","8,837.89","44,694.48",0.11,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,Mar-2026,Cards,Cards,Credit Card,18,13,"872,568.13","620,199.45",71.08,78,18,23.08,154,40,"47,707.65","74,423.93","6,645.66",86.62,No,"-252,368.68","4,027.27","15,504.99",0.23,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,Apr-2026,Investments,Investments,Recurring Deposit,15,17,"686,623.30","866,017.23",126.13,102,32,31.37,150,26,"50,942.19","51,961.03","4,676.63",90.69,No,"179,393.93","5,773.45","33,308.35",0.31,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,May-2026,Insurance,Insurance,General Insurance,8,6,"492,213.56","381,720.84",77.55,36,4,11.11,106,35,"63,620.14","53,440.92","4,394.70",88.31,No,"-110,492.72","3,601.14","10,906.31",0.11,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0122,Employee 122,Sales Officer,Jun-2026,Insurance,Insurance,General Insurance,8,9,"403,604.74","450,053.94",111.51,36,9,25.00,151,49,"50,005.99","63,007.55","4,292.65",96.87,No,"46,449.20","2,980.49","9,184.77",0.25,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,Jan-2026,Insurance,Insurance,Life Insurance,7,3,"630,842.26","363,904.34",57.69,18,5,27.78,100,42,"121,301.45","65,502.78","5,256.57",100.00,No,"-266,937.93","3,639.04","8,664.39",0.28,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,Feb-2026,Insurance,Insurance,General Insurance,10,11,"513,390.18","619,069.61",120.58,55,16,29.09,105,43,"56,279.06","86,669.75","7,930.49",87.73,Yes,"105,679.43","5,895.90","14,396.97",0.29,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,Mar-2026,Loans,Retail Lending,Auto Loan,6,7,"1,531,055.99","1,984,247.85",129.60,28,3,10.71,122,32,"283,463.98","178,582.31","12,604.94",84.85,No,"453,191.87","16,264.33","62,007.75",0.11,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,Apr-2026,CASA,Accounts,Savings Account,39,46,"1,339,580.78","1,527,766.88",114.05,230,67,29.13,72,46,"33,212.32","122,221.35","9,082.24",93.36,No,"188,186.10","21,218.98","33,212.32",0.29,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,May-2026,Investments,Investments,Fixed Deposit,17,13,"2,827,769.38","2,156,413.32",76.26,65,18,27.69,122,22,"165,877.95","150,948.93","8,449.33",85.54,No,"-671,356.06","17,675.52","98,018.79",0.28,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0123,Employee 123,Sales Officer,Jun-2026,Investments,Investments,Mutual Fund,6,5,"1,875,983.52","1,698,768.10",90.55,20,5,25.00,114,42,"339,753.62","169,876.81","11,037.41",76.83,No,"-177,215.42","14,901.47","40,446.86",0.25,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,Jan-2026,Insurance,Insurance,Life Insurance,6,4,"783,259.30","588,749.04",75.17,20,4,20.00,142,29,"147,187.26","105,974.83","8,326.44",82.46,No,"-194,510.26","4,146.12","20,301.69",0.20,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,Feb-2026,CASA,Accounts,Savings Account,36,41,"1,293,199.99","1,514,637.87",117.12,164,57,34.76,163,41,"36,942.39","121,171.03","9,291.57",82.41,Yes,"221,437.89","9,292.26","36,942.39",0.35,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,Mar-2026,Cards,Cards,Debit Card,29,23,"315,465.76","277,993.64",88.12,69,19,27.54,91,47,"12,086.68","11,119.75",966.50,81.53,No,"-37,472.12","3,054.88","5,914.76",0.28,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,Apr-2026,Cards,Cards,Credit Card,17,12,"850,455.48","578,975.40",68.08,36,5,13.89,170,28,"48,247.95","69,477.05","6,673.63",87.82,No,"-271,480.08","3,405.74","20,677.69",0.14,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,May-2026,Insurance,Insurance,Life Insurance,6,5,"684,574.60","570,861.30",83.39,15,2,13.33,177,29,"114,172.26","102,755.03","7,863.16",92.90,Yes,"-113,713.30","3,225.21","19,684.87",0.13,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0124,Employee 124,Relationship Manager,Jun-2026,Cards,Cards,Credit Card,15,16,"925,969.32","1,121,640.57",121.13,48,15,31.25,120,25,"70,102.54","134,596.87","11,138.71",83.08,No,"195,671.25","9,347.00","44,865.62",0.31,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,Jan-2026,Insurance,Insurance,General Insurance,9,5,"404,474.77","229,701.69",56.79,25,3,12.00,75,21,"45,940.34","32,158.24","2,323.27",87.15,No,"-174,773.08","3,062.69","10,938.18",0.12,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,Feb-2026,Insurance,Insurance,General Insurance,10,4,"513,266.22","193,917.24",37.78,20,4,20.00,110,42,"48,479.31","27,148.41","1,307.88",92.55,No,"-319,348.98","1,762.88","4,617.08",0.20,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,4,4,"7,550,320.00","9,819,647.93",130.06,24,5,20.83,107,30,"2,454,911.98","785,571.83","69,273.87",96.65,No,"2,269,327.93","91,772.41","327,321.60",0.21,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,Apr-2026,Investments,Investments,Mutual Fund,6,5,"1,620,210.06","1,728,330.69",106.67,30,4,13.33,132,18,"345,666.14","172,833.07","14,919.28",90.62,No,"108,120.63","13,093.41","96,018.37",0.13,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,May-2026,Loans,Retail Lending,Auto Loan,6,6,"1,740,181.40","1,864,089.12",107.12,18,5,27.78,138,19,"310,681.52","167,768.02","11,221.94",87.43,No,"123,907.71","13,507.89","98,109.95",0.28,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0125,Employee 125,Sales Officer,Jun-2026,Insurance,Insurance,General Insurance,9,5,"498,743.50","283,497.14",56.84,25,4,16.00,177,19,"56,699.43","39,689.60","2,287.62",82.43,No,"-215,246.35","1,601.68","14,920.90",0.16,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,Jan-2026,Loans,Retail Lending,Personal Loan,9,8,"4,459,937.46","4,476,159.13",100.36,24,7,29.17,84,17,"559,519.89","492,377.50","44,728.21",90.56,No,"16,221.67","53,287.61","263,303.48",0.29,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,Feb-2026,Loans,Retail Lending,Home Loan,3,4,"9,590,168.39","12,409,817.33",129.40,12,2,16.67,72,40,"3,102,454.33","992,785.39","69,321.60",95.61,No,"2,819,648.94","172,358.57","310,245.43",0.17,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,Mar-2026,Investments,Investments,Fixed Deposit,15,14,"2,621,567.74","2,593,090.05",98.91,56,18,32.14,116,37,"185,220.72","181,516.30","17,182.50",95.34,Yes,"-28,477.69","22,354.22","70,083.51",0.32,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,Apr-2026,Investments,Investments,Fixed Deposit,17,16,"3,233,125.24","3,065,031.56",94.80,64,10,15.62,70,42,"191,564.47","214,552.21","15,051.45",93.79,No,"-168,093.69","43,786.17","72,976.94",0.16,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,May-2026,Loans,Retail Lending,Home Loan,3,3,"7,887,007.09","8,630,262.50",109.42,12,3,25.00,91,43,"2,876,754.17","690,421.00","29,058.41",91.42,No,"743,255.41","94,838.05","200,703.78",0.25,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0126,Employee 126,Sales Officer,Jun-2026,Loans,Retail Lending,Personal Loan,9,10,"4,643,791.50","5,377,745.77",115.81,50,10,20.00,165,18,"537,774.58","591,552.03","33,069.00",91.87,No,"733,954.26","32,592.40","298,763.65",0.20,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0127,Employee 127,Sales Officer,Jan-2026,Loans,Retail Lending,Auto Loan,5,5,"1,672,564.94","1,828,249.07",109.31,20,3,15.00,147,48,"365,649.81","164,542.42","10,248.99",93.06,No,"155,684.13","12,437.07","38,088.52",0.15,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0127,Employee 127,Sales Officer,Feb-2026,Loans,Retail Lending,Home Loan,4,3,"8,330,995.44","7,224,624.93",86.72,15,4,26.67,77,28,"2,408,208.31","577,969.99","42,498.40",85.17,No,"-1,106,370.51","93,826.30","258,022.32",0.27,Below Target
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0127,Employee 127,Sales Officer,Mar-2026,Cards,Cards,Debit Card,34,40,"311,772.94","370,000.43",118.68,160,20,12.50,124,30,"9,250.01","14,800.02","1,035.74",83.82,No,"58,227.49","2,983.87","12,333.35",0.12,Achieved
India,East,Kolkata Cluster,Odisha,OD001,Bhubaneswar Saheed Nagar,Pooja Das,EMP0127,Employee 127,Sales Officer,Apr-2026,CASA,Accounts,Savings Account,29,20,"1,310,936.54","872,940.39",66.59,100,21,21.00,119,42,"43,647.02","69,835.23","4,538.98",88.76,No,"-437,996.15","7,335.63","20,784.30",0.21,Below Target
